PRO ID 	Category 	UniProtKB ID 	

PR:000027856	sequence	P49368-1; P80318-1; Q6P502-1
PR:000027683	sequence	P49354-1; Q04631-1; Q61239-1
PR:000027017	sequence	P57054-2; Q9JHG1-1
PR:000027009	sequence	P37287-1; Q64323-1
PR:000027008	gene	B0S6Z8; F1NHQ4; P32363; P37287; P87172; Q18993; Q54QB2; Q64323; Q7JUM3; Q94BX4

PR:000037929	sequence	O00471-1; P97878-1; Q3TPX4-1
PR:000035810	sequence	P19073-1; P40793-1; P60766-2; P60953-2; Q05062-1; Q8CFN2-1; Q90694-1
PR:000035808	sequence	P60766-1; P60953-1; Q8CFN2-2
PR:000032666	gene	O49653; O94637; P36132; Q55GU1; Q5RHZ6; Q8BWU5; Q9BL28; Q9NPF4; Q9VV41
PR:000032429	gene	B8JLP0; D4A1R0; E1C9C2; O46072; P34305; Q54KG8; Q6NZL1; Q8IY37; Q9C813
PR:000032393	gene	D3ZKI9; E7EZJ0; P47077; Q551Y5; Q7JX95; Q86U38; Q8BMC4; Q92347; Q9C552
PR:000031970	gene	E1BWV0; O62252; Q54QK1; Q6DHF2; Q9D187; Q9UTL0; Q9VTC4; Q9Y3D0
PR:000031720	gene	D3ZHU8; F1QF98; F4JT92; O13620; Q06106; Q54PB2; Q8R3C6; Q9VT19; Q9XU67; Q9Y4C8
PR:000031675	gene	F1Q5B4; O14148; Q6ZPV2; Q8RXS6; Q9ULG1; Q9VDY1
PR:000031492	gene	D3ZKT0; E1BUW5; P53230; Q3TUH1; Q550P4; Q8INF2; Q96BW9; Q9N4G7; Q9SN75
PR:000031269	gene	F1QGP3; Q04225; Q54ED4; Q810D6; Q8SYL1; Q9BQ67; Q9N393; Q9P783; Q9ZUN8
PR:000031226	gene	B1WC03; F1R8D9; Q09305; Q54R71; Q6LA53; Q9C711; Q9D2V5; Q9VEA6; Q9Y312
PR:000031100	gene	B0S688; E1C0U9; G3V7R8; O22268; P41819; Q09522; Q54QK7; Q9D0D4; Q9UNQ2; Q9USU2; Q9VAQ5
PR:000030892	gene	B0BN82; E1BZU0; P36160; Q54DJ0; Q6P0C5; Q9H7B2; Q9JJ80; Q9LUG5; Q9N3F0; Q9UUG1; Q9VEB3
PR:000030792	gene	D3ZDJ5; Q1L876; Q3UFY0; Q8W1E4; Q96EU6; Q9VFJ1
PR:000030317	gene	D3ZVF4; F4HTY0; O02173; P0DI81; P38334; Q08CN0; Q54RV6; Q5ZKP4; Q9CQP2; Q9USZ5; Q9VUZ1
PR:000030281	gene	O22165; Q07915; Q10353; Q17606; Q7ZTZ2; Q86B05; Q99L28; Q9UHA3; Q9VGN9
PR:000030255	gene	E1BSC0; P21372; Q4TVV3; Q553B1; Q569Z5; Q7L014; Q965K2; Q9P7C7; Q9VXW2
PR:000030202	gene	D3ZTG2; K7DY99; O36033; P41842; P42842; Q54BW6; Q5F3K0; Q6P3X3; Q8CD92; Q9FFI4; Q9VVM8
PR:000029868	gene	F1QLI4; O45757; O94698; Q6RFH5; Q7K4B2; Q8VCG3
PR:000029860	gene	B0S6A9; D4A106; F1NC11; P87177; Q12220; Q19433; Q54S79; Q8BHB4; Q9LVF2; Q9UNX4; Q9VE98
PR:000029856	gene	Q10272; Q4VBE8; Q68EI0; Q9BV38; Q9M3B4; Q9W550
PR:000029848	gene	A2BGW6; E1BU24; P34247; Q09462; Q10106; Q9CZJ1; Q9M223; Q9Y3A2
PR:000029839	gene	A1Z6M6; E1BZP1; F1QHZ3; F4I456; O13754; O95801; P33313; Q09974; Q54M20; Q8R3H9

PR:000038528	sequence	O95394-1; Q9CYR6-1
PR:000038472	sequence	A1A5S1-1; O94906-1; Q91YR7-1
PR:000038429	sequence	O76071-1; Q5M7T1-1; Q99KN2-1
PR:000038391	sequence	O75821-1; Q5RK09-1; Q9Z1D1-1
PR:000038387	sequence	O75794-1; Q62834-1; Q8CII2-1
PR:000038375	sequence	O35427-1; O75575-1; Q8VHM6-1
PR:000038354	sequence	O75419-1; Q9Z1X9-1
PR:000038330	sequence	O75312-1; Q62384-1
PR:000038304	sequence	O75027-1; Q61102-1; Q704E8-1
PR:000038198	sequence	O43913-1; Q9WUV0-1
PR:000038157	sequence	O43660-1; Q9WUC8-1
PR:000038153	sequence	O35857-1; O43615-1
PR:000038146	sequence	O43513-1; Q9CZB6-1
PR:000038134	sequence	O43395-1; Q922U1-1
PR:000038123	sequence	O43292-1; Q9WTK3-1
PR:000038107	sequence	O43172-2; Q9DAW6-1
PR:000038105	sequence	O35286-1; O43143-1
PR:000038076	sequence	O15498-1; Q5EGY4-1; Q9CQW1-1
PR:000038051	sequence	O15182-1; O35648-1
PR:000038049	sequence	O15160-1; P52432-1
PR:000038002	sequence	O14777-1; Q9D0F1-1
PR:000037994	sequence	O14735-1; P70500-1; Q8VDP6-1
PR:000037975	sequence	O14561-1; Q9CR21-1
PR:000037930	sequence	O00487-1; O35593-1

PR:000039143	sequence	O70435-1; P18422-1; P25788-1
PR:000039142	sequence	P17220-1; P25787-1; P40301-1; P49722-1
PR:000039141	sequence	P18420-1; P25786-1; Q9R1P4-1
PR:000039128	sequence	P08775-1; P24928-1
PR:000039117	sequence	O70251-1; P24534-1
PR:000039098	sequence	P10760-1; P23526-1; P50247-1
PR:000039091	sequence	P23396-1; P62908-1; P62909-1
PR:000039013	sequence	P19447-1; Q4G005-1
PR:000039011	sequence	P19388-1; Q80UW8-1
PR:000039002	sequence	P18754-1; Q8VE37-1
PR:000038992	sequence	O08811-1; P18074-1
PR:000038990	sequence	P17980-1; Q63569-1
PR:000038924	sequence	P09606-1; P15104-1; P15105-1; P16580-1
PR:000038915	sequence	P14868-1; P15178-1; Q922B2-1
PR:000038902	sequence	P05369-1; P14324-2; Q920E5-1
PR:000038894	sequence	P13984-1; Q8R0A0-1
PR:000038881	sequence	P06214-1; P10518-1; P13716-1
PR:000038816	sequence	P10746-1; P51163-1
PR:000038745	sequence	P08621-3; Q62376-2
PR:000038737	sequence	P08397-1; P19356-1; P22907-1
PR:000038688	sequence	P06132-1; P70697-1
PR:000038679	sequence	P05423-1; Q91WD1-1
PR:000038676	sequence	P05388-1; P14869-1; P19889-1; P19945-1
PR:000038542	sequence	O95478-1; Q9CR47-1

PR:000039737	sequence	P23514-1; P53618-1; Q5ZIA5-1; Q66HV4-1; Q9JIF7-1
PR:000039736	sequence	P53611-1; Q08603-1
PR:000039730	sequence	P53384-1; Q5I0L4-1; Q9R060-1
PR:000039700	sequence	P52434-1; Q923G2-1
PR:000039693	sequence	P51948-1; P51949-1
PR:000039692	sequence	P51946-1; Q61458-1; Q9R1A0-1
PR:000039645	sequence	P50613-1; Q03147-1
PR:000039605	sequence	P49770-1; Q99LD9-1
PR:000039599	sequence	P49736-1; P97310-1
PR:000039598	sequence	P40112-1; P49720-1; Q9R1P1-1; Q9XYN7-1
PR:000039592	sequence	P49589-3; Q9ER72-1
PR:000039591	sequence	P49589-1; Q5F408-1; Q9ER72-2
PR:000039590	sequence	P49588-1; Q8BGQ7-1
PR:000039579	sequence	P49366-1; Q3TXU5-1; Q6AY53-1
PR:000039572	sequence	O35654-1; P49005-1; Q6AXY4-1
PR:000039550	sequence	P48553-1; Q3TLI0-1
PR:000039493	sequence	P09895-1; P22451-1; P46777-1; P47962-1
PR:000039492	sequence	P14115-1; P46776-1
PR:000039472	sequence	P43686-1; P54775-1; Q63570-1
PR:000039423	sequence	P41252-1; Q8BU30-1
PR:000039387	sequence	P38919-1; Q3B8Q2-1; Q91VC3-1
PR:000039319	sequence	P34949-1; Q68FX1-1; Q924M7-1
PR:000039311	sequence	P33993-1; Q61881-1
PR:000039185	sequence	P28066-1; Q9Z2U1-1

PR:000040010	sequence	P62495-1; Q5U2Q7-1; Q8BWY3-1
PR:000040008	sequence	P62487-1; P62488-1; P62489-1; Q7ZW41-1
PR:000040004	sequence	P62333-1; P62334-1
PR:000039999	sequence	P62316-1; P62317-1; Q18786-1
PR:000039998	sequence	P62314-1; P62315-1
PR:000039994	sequence	P62306-1; P62307-1
PR:000039993	sequence	P62303-1; P62304-1; P62305-1; Q7ZUG0-1
PR:000039991	sequence	P05756-1; P51404-1; P59224-1; P62277-1; P62278-1; P62301-1; Q03334-1; Q6ITC7-1
PR:000039978	sequence	P62166-1; P62167-1; P62168-1; Q06389-1; Q8BNY6-1
PR:000039965	sequence	P61970-1; P61971-1; P61972-1
PR:000039954	sequence	P52872-1; P61803-1; P61804-1; P61805-1
PR:000039928	sequence	P61221-1; P61222-1
PR:000039927	sequence	O88828-1; P61218-1; P61219-1
PR:000039916	sequence	P61086-1; P61087-1
PR:000039908	sequence	P28687-1; P61009-1
PR:000039903	sequence	P60900-1; P60901-1; Q9QUM9-1
PR:000039899	sequence	P60866-1; P60867-1
PR:000039882	sequence	P60059-1; Q19967-1
PR:000039823	sequence	O55135-1; P56537-1; P56538-1; Q12522-1; Q3KRD8-1; Q6ZM19-1
PR:000039813	sequence	O54956-1; P56282-1; Q5ZKQ6-1
PR:000039803	sequence	P55769-1; P55770-1; Q21568-1; Q9D0T1-1
PR:000039785	sequence	P46462-1; P55072-1; Q01853-1; Q7ZU99-1
PR:000039783	sequence	P55060-1; Q7SZC2-1; Q9ERK4-1
PR:000039759	sequence	P54577-1; Q4KM49-1

PR:000040657	sequence	Q15637-1; Q64213-3
PR:000040640	sequence	Q15435-1; Q5HZV9-1
PR:000040637	sequence	Q15393-1; Q1LVE8-1; Q921M3-1
PR:000040609	sequence	Q15269-1; Q8BU03-1
PR:000040543	sequence	Q14691-1; Q9CZ15-1
PR:000040533	sequence	P97311-1; Q14566-1
PR:000040480	sequence	Q13868-1; Q8VBV3-1
PR:000040454	sequence	Q13573-1; Q9CSN1-1
PR:000040415	sequence	Q13347-1; Q7ZV55-1; Q9QZD9-1
PR:000040398	sequence	Q08851-1; Q13190-1; Q8K1E0-1
PR:000040387	sequence	Q13042-1; Q8R349-1
PR:000040384	sequence	Q12996-1; Q99LI7-1
PR:000040370	sequence	Q12874-1; Q9D554-1
PR:000040339	sequence	Q04931-1; Q08945-1
PR:000040320	sequence	O09101-1; Q07326-1
PR:000040297	sequence	Q06136-1; Q6GV12-1
PR:000040208	sequence	P62915-1; P62916-1; Q00403-1
PR:000040169	sequence	P83876-1; P83877-1; Q9FE62-1
PR:000040129	sequence	O88796-1; P78346-1
PR:000040093	sequence	P63279-1; P63280-1; P63281-1; P63283-1
PR:000040075	sequence	P63165-1; P63166-1; Q5I0H3-1; Q8QGH2-1
PR:000040055	sequence	P15357-1; P62979-1; P62982-1; P62983-1; P79781-1
PR:000040044	sequence	P62888-1; P62889-1; P62890-1; P67883-1
PR:000040042	sequence	P62875-1; P62876-1; Q9GR61-1; Q9VC49-1

PR:000042388	sequence	Q5XID0-1; Q969M3-1; Q9EQQ2-1
PR:000042384	sequence	Q8CFV9-1; Q969G6-1
PR:000042371	sequence	Q8CHK4-3; Q92993-3
PR:000042370	sequence	Q8CHK4-2; Q92993-2; Q99MK2-2
PR:000042369	sequence	Q8CHK4-1; Q92993-1; Q99MK2-1
PR:000042367	sequence	O35130-1; Q92979-1
PR:000042354	sequence	P70362-1; Q92890-2; Q9ES53-1
PR:000042200	sequence	Q8CCF0-1; Q8WWY3-1
PR:000042165	sequence	Q8CH62-1; Q8WV07-1
PR:000041987	sequence	Q5IRJ7-1; Q8NHR9-1; Q9D6I3-1
PR:000041986	sequence	Q6ZPL9-1; Q8NHQ9-1
PR:000041690	sequence	Q8IUR0-1; Q9CQA1-1
PR:000041490	sequence	Q86U38-1; Q8BMC4-1
PR:000041481	sequence	Q86SQ9-2; Q99KU1-2
PR:000041480	sequence	Q86SQ9-1; Q99KU1-1
PR:000041381	sequence	P83870-1; P83871-1; Q7RTV0-1
PR:000041273	sequence	Q5ZMV7-1; Q6NV31-1; Q6UXN9-1; Q8BFQ4-1
PR:000041234	sequence	Q6PJT7-3; Q8BJ05-2
PR:000041233	sequence	Q6PJT7-2; Q8BJ05-1
PR:000041232	sequence	Q6PJT7-1; Q7TMD5-1
PR:000040859	sequence	Q3ZCQ8-1; Q9D880-1
PR:000040750	sequence	Q16851-1; Q91ZJ5-1
PR:000040749	sequence	Q16850-1; Q64654-1; Q8K0C4-1
PR:000040674	sequence	O35532-1; Q15800-1; Q9CRA4-1

PR:000043349	sequence	Q7TND5-1; Q9H9Y2-1
PR:000043340	sequence	Q8R1U1-1; Q9H9E3-1
PR:000043313	sequence	Q9H7B2-1; Q9JJ80-1
PR:000043267	sequence	Q8C2R7-1; Q9EQY6-1; Q9H3S5-1
PR:000043266	sequence	Q9H3S4-1; Q9R0M5-1
PR:000043231	sequence	Q921X6-1; Q9H1D9-1
PR:000042986	sequence	Q99ME9-1; Q9BZE4-1
PR:000042982	sequence	Q6AYL9-1; Q9BZD4-1
PR:000042911	sequence	Q5I0I8-1; Q8BHY2-1; Q9BVI4-1
PR:000042908	sequence	Q803V5-1; Q9BVC4-1; Q9DCJ1-1
PR:000042882	sequence	Q9BTT4-1; Q9CXU0-1
PR:000042859	sequence	Q66H99-1; Q9BSC4-1
PR:000042853	sequence	Q9BRX5-1; Q9CY94-1
PR:000042849	sequence	Q499W2-1; Q99LZ3-1; Q9BRT9-1
PR:000042823	sequence	Q810D6-1; Q9BQ67-1
PR:000042680	sequence	Q5XI31-1; Q6PD26-1; Q96S52-1
PR:000042663	sequence	Q8K1J6-1; Q96Q11-1
PR:000042621	sequence	Q96NC0-1; Q9CPW7-1
PR:000042527	sequence	Q5PQR5-1; Q8VHZ7-1; Q96G21-1
PR:000042513	sequence	Q6AY85-1; Q96F25-1
PR:000042502	sequence	Q96EK6-1; Q9JK38-1
PR:000042477	sequence	Q96D46-1; Q99L48-1
PR:000042431	sequence	O89116-1; Q96AJ9-2; Q9JI51-2
PR:000042423	sequence	Q8C3B8-1; Q96AA3-1

PR:000044036	sequence	Q9D0D4-1; Q9UNQ2-1
PR:000044019	sequence	Q99KP6-1; Q9JMJ4-1; Q9UMS4-1
PR:000043942	sequence	Q8BGZ4-1; Q9UJX2-1
PR:000043910	sequence	Q9DCG9-1; Q9UI30-1
PR:000043901	sequence	Q9D3W4-1; Q9UHW5-1
PR:000043886	sequence	Q99L28-1; Q9UHA3-1
PR:000043875	sequence	Q8VHE0-1; Q9UGP8-1
PR:000043825	sequence	Q8BKC8-2; Q9UBF8-2
PR:000043819	sequence	Q5U2Y6-1; Q9UBB9-1
PR:000043754	sequence	O35218-1; Q9P2I0-1
PR:000043658	sequence	Q9CPX9-1; Q9NYG5-1
PR:000043630	sequence	Q9CRB2-1; Q9NX24-1
PR:000043623	sequence	Q5M965-1; Q9CY52-1; Q9NWX6-1
PR:000043583	sequence	Q921Y2-1; Q9NV31-1
PR:000043581	sequence	Q5ZLK1-1; Q6PAC3-1; Q9NV06-1
PR:000043568	sequence	Q7TPN3-1; Q9NUD9-1
PR:000043558	sequence	Q9NSD9-1; Q9WUA2-1
PR:000043513	sequence	P70541-1; Q9NR50-1
PR:000043501	sequence	Q9CRA8-1; Q9NQT4-1
PR:000043474	sequence	Q8BWU5-1; Q9NPF4-1
PR:000043471	sequence	Q921I9-1; Q9NPD3-1
PR:000043401	sequence	Q99PK0-1; Q9DCD2-1; Q9HCS7-1
PR:000043356	sequence	Q8VDG5-1; Q9HAB8-1
PR:000043350	sequence	D4A7C0-1; Q8VEJ1-1; Q9H9Y4-1

PR:O00232	organism-gene	O00232
PR:O00231-2	organism-sequence	O00231-2
PR:O00231-1	organism-sequence	O00231-1
PR:O00231	organism-gene	O00231
PR:000044279	sequence	Q4AEF8-1; Q9QZE5-1; Q9Y678-1
PR:000044260	sequence	Q68FS1-1; Q9Y5Y2-1
PR:000044248	sequence	Q2KMM2-1; Q5NCF2-1; Q9Y5R8-1
PR:000044231	sequence	Q9CQ85-1; Q9Y584-1
PR:000044224	sequence	P62322-1; Q9Y4Y9-1
PR:000044192	sequence	Q9CQV1-1; Q9Y3D7-1
PR:000044180	sequence	P70122-1; Q5RK30-1; Q5ZIY4-1; Q9Y3A5-1
PR:000044177	sequence	Q9CZJ1-1; Q9Y3A2-1
PR:000044165	sequence	Q9CTH6-1; Q9Y324-1
PR:000044161	sequence	Q9D2V5-1; Q9Y312-1
PR:000044158	sequence	Q9CQZ7-1; Q9Y2Y1-1
PR:000044137	sequence	Q9JJT0-1; Q9Y2P8-1
PR:000044136	sequence	Q9CSH3-1; Q9Y2L1-1
PR:000044120	sequence	O35790-1; Q5SX19-1; Q9Y2B2-1
PR:000044116	sequence	Q69BT7-1; Q9ES56-1; Q9Y296-1
PR:000044111	sequence	Q505J8-1; Q8C0C7-1; Q9Y285-1
PR:000044104	sequence	P60122-1; P60123-1; Q9VH07-1; Q9Y265-1
PR:000044100	sequence	Q9D600-1; Q9Y248-1
PR:000044092	sequence	P83571-1; Q9WTM5-1; Q9Y230-1
PR:000044089	sequence	Q503P2-1; Q9CXK8-1; Q9WV50-1; Q9Y221-1

PR:O14981-2	organism-sequence	O14981-2
PR:O14981-1	organism-sequence	O14981-1
PR:O14981	organism-gene	O14981
PR:O14777-1	organism-sequence	O14777-1
PR:O14777	organism-gene	O14777
PR:O14735-3	organism-sequence	O14735-3
PR:O14735-2	organism-sequence	O14735-2
PR:O14735-1	organism-sequence	O14735-1
PR:O14735	organism-gene	O14735
PR:O14561-1	organism-sequence	O14561-1
PR:O14561	organism-gene	O14561
PR:O00567	organism-gene	O00567
PR:O00566	organism-gene	O00566
PR:O00541-2	organism-sequence	O00541-2
PR:O00541-1	organism-sequence	O00541-1
PR:O00541	organism-gene	O00541
PR:O00487-1	organism-sequence	O00487-1
PR:O00487	organism-gene	O00487
PR:O00471-1	organism-sequence	O00471-1
PR:O00471	organism-gene	O00471
PR:O00311-1	organism-sequence	O00311-1
PR:O00311	organism-gene	O00311
PR:O00267-2	organism-sequence	O00267-2
PR:O00267-1	organism-sequence	O00267-1
PR:O00267	organism-gene	O00267
PR:O00232-2	organism-sequence	O00232-2
PR:O00232-1	organism-sequence	O00232-1

PR:O43242-1	organism-sequence	O43242-1
PR:O43242	organism-gene	O43242
PR:O43172-2	organism-sequence	O43172-2
PR:O43172-1	organism-sequence	O43172-1
PR:O43172	organism-gene	O43172
PR:O43148-2	organism-sequence	O43148-2
PR:O43148-1	organism-sequence	O43148-1
PR:O43148	organism-gene	O43148
PR:O43143-1	organism-sequence	O43143-1
PR:O43143	organism-gene	O43143
PR:O15498-2	organism-sequence	O15498-2
PR:O15498-1	organism-sequence	O15498-1
PR:O15498	organism-gene	O15498
PR:O15381-5	organism-sequence	O15381-5
PR:O15381-4	organism-sequence	O15381-4
PR:O15381-3	organism-sequence	O15381-3
PR:O15381-2	organism-sequence	O15381-2
PR:O15381-1	organism-sequence	O15381-1
PR:O15381	organism-gene	O15381
PR:O15269-2	organism-sequence	O15269-2
PR:O15269-1	organism-sequence	O15269-1
PR:O15269	organism-gene	O15269
PR:O15182-1	organism-sequence	O15182-1
PR:O15182	organism-gene	O15182
PR:O15160-2	organism-sequence	O15160-2
PR:O15160-1	organism-sequence	O15160-1
PR:O15160	organism-gene	O15160

PR:O75027	organism-gene	O75027
PR:O60841	organism-gene	O60841
PR:O60832-2	organism-sequence	O60832-2
PR:O60832-1	organism-sequence	O60832-1
PR:O60832	organism-gene	O60832
PR:O60762	organism-gene	O60762
PR:O43929-3	organism-sequence	O43929-3
PR:O43929-2	organism-sequence	O43929-2
PR:O43929-1	organism-sequence	O43929-1
PR:O43929	organism-gene	O43929
PR:O43913-2	organism-sequence	O43913-2
PR:O43913-1	organism-sequence	O43913-1
PR:O43913	organism-gene	O43913
PR:O43660-2	organism-sequence	O43660-2
PR:O43660-1	organism-sequence	O43660-1
PR:O43660	organism-gene	O43660
PR:O43615-1	organism-sequence	O43615-1
PR:O43615	organism-gene	O43615
PR:O43513-1	organism-sequence	O43513-1
PR:O43513	organism-gene	O43513
PR:O43395-3	organism-sequence	O43395-3
PR:O43395-1	organism-sequence	O43395-1
PR:O43395	organism-gene	O43395
PR:O43292-2	organism-sequence	O43292-2
PR:O43292-1	organism-sequence	O43292-1
PR:O43292	organism-gene	O43292
PR:O43242-2	organism-sequence	O43242-2

PR:O94906-1	organism-sequence	O94906-1
PR:O94906	organism-gene	O94906
PR:O76071-1	organism-sequence	O76071-1
PR:O76071	organism-gene	O76071
PR:O75821-1	organism-sequence	O75821-1
PR:O75821	organism-gene	O75821
PR:O75794-1	organism-sequence	O75794-1
PR:O75794	organism-gene	O75794
PR:O75683	organism-gene	O75683
PR:O75586-3	organism-sequence	O75586-3
PR:O75586-2	organism-sequence	O75586-2
PR:O75586-1	organism-sequence	O75586-1
PR:O75586	organism-gene	O75586
PR:O75575-4	organism-sequence	O75575-4
PR:O75575-3	organism-sequence	O75575-3
PR:O75575-2	organism-sequence	O75575-2
PR:O75575-1	organism-sequence	O75575-1
PR:O75575	organism-gene	O75575
PR:O75419-3	organism-sequence	O75419-3
PR:O75419-2	organism-sequence	O75419-2
PR:O75419-1	organism-sequence	O75419-1
PR:O75419	organism-gene	O75419
PR:O75312-1	organism-sequence	O75312-1
PR:O75312	organism-gene	O75312
PR:O75027-3	organism-sequence	O75027-3
PR:O75027-2	organism-sequence	O75027-2
PR:O75027-1	organism-sequence	O75027-1

PR:P08397-2	organism-sequence	P08397-2
PR:P08397-1	organism-sequence	P08397-1
PR:P08397	organism-gene	P08397
PR:P08240-2	organism-sequence	P08240-2
PR:P08240-1	organism-sequence	P08240-1
PR:P08240	organism-gene	P08240
PR:P06132-1	organism-sequence	P06132-1
PR:P06132	organism-gene	P06132
PR:P05423-1	organism-sequence	P05423-1
PR:P05423	organism-gene	P05423
PR:P05388-2	organism-sequence	P05388-2
PR:P05388-1	organism-sequence	P05388-1
PR:P05388	organism-gene	P05388
PR:P05198-1	organism-sequence	P05198-1
PR:P05198	organism-gene	P05198
PR:P04843	organism-gene	P04843
PR:O95801	organism-gene	O95801
PR:O95707	organism-gene	O95707
PR:O95602	organism-gene	O95602
PR:O95478-1	organism-sequence	O95478-1
PR:O95478	organism-gene	O95478
PR:O95427	organism-gene	O95427
PR:O95394-4	organism-sequence	O95394-4
PR:O95394-3	organism-sequence	O95394-3
PR:O95394-1	organism-sequence	O95394-1
PR:O95394	organism-gene	O95394
PR:O95391	organism-gene	O95391
PR:O94906-2	organism-sequence	O94906-2

PR:P14868-1	organism-sequence	P14868-1
PR:P14868	organism-gene	P14868
PR:P14324-2	organism-sequence	P14324-2
PR:P14324-1	organism-sequence	P14324-1
PR:P14324	organism-gene	P14324
PR:P13984-1	organism-sequence	P13984-1
PR:P13984	organism-gene	P13984
PR:P13716-2	organism-sequence	P13716-2
PR:P13716-1	organism-sequence	P13716-1
PR:P13716	organism-gene	P13716
PR:P12004	organism-gene	P12004
PR:P10809-2	organism-sequence	P10809-2
PR:P10809-1	organism-sequence	P10809-1
PR:P10809	organism-gene	P10809
PR:P10746-1	organism-sequence	P10746-1
PR:P10746	organism-gene	P10746
PR:P0DI81-3	organism-sequence	P0DI81-3
PR:P0DI81-2	organism-sequence	P0DI81-2
PR:P0DI81-1	organism-sequence	P0DI81-1
PR:P0DI81	organism-gene	P0DI81
PR:P08621-4	organism-sequence	P08621-4
PR:P08621-3	organism-sequence	P08621-3
PR:P08621-2	organism-sequence	P08621-2
PR:P08621-1	organism-sequence	P08621-1
PR:P08621	organism-gene	P08621
PR:P08397-4	organism-sequence	P08397-4
PR:P08397-3	organism-sequence	P08397-3

PR:P22570-5	organism-sequence	P22570-5
PR:P22570-4	organism-sequence	P22570-4
PR:P22570-3	organism-sequence	P22570-3
PR:P22570-2	organism-sequence	P22570-2
PR:P22570-1	organism-sequence	P22570-1
PR:P22570	organism-gene	P22570
PR:P20618	organism-gene	P20618
PR:P19447-1	organism-sequence	P19447-1
PR:P19447	organism-gene	P19447
PR:P19388-1	organism-sequence	P19388-1
PR:P19388	organism-gene	P19388
PR:P19387	organism-gene	P19387
PR:P18858-3	organism-sequence	P18858-3
PR:P18858-2	organism-sequence	P18858-2
PR:P18858-1	organism-sequence	P18858-1
PR:P18858	organism-gene	P18858
PR:P18754-2	organism-sequence	P18754-2
PR:P18754-1	organism-sequence	P18754-1
PR:P18754	organism-gene	P18754
PR:P18074-2	organism-sequence	P18074-2
PR:P18074-1	organism-sequence	P18074-1
PR:P18074	organism-gene	P18074
PR:P17980-1	organism-sequence	P17980-1
PR:P17980	organism-gene	P17980
PR:P15104-1	organism-sequence	P15104-1
PR:P15104	organism-gene	P15104
PR:P14868-2	organism-sequence	P14868-2

PR:P25786-1	organism-sequence	P25786-1
PR:P25786	organism-gene	P25786
PR:P25205-2	organism-sequence	P25205-2
PR:P25205-1	organism-sequence	P25205-1
PR:P25205	organism-gene	P25205
PR:P24928-2	organism-sequence	P24928-2
PR:P24928-1	organism-sequence	P24928-1
PR:P24928	organism-gene	P24928
PR:P24752-2	organism-sequence	P24752-2
PR:P24752-1	organism-sequence	P24752-1
PR:P24752	organism-gene	P24752
PR:P24534-1	organism-sequence	P24534-1
PR:P24534	organism-gene	P24534
PR:P23526-2	organism-sequence	P23526-2
PR:P23526-1	organism-sequence	P23526-1
PR:P23526	organism-gene	P23526
PR:P23396-2	organism-sequence	P23396-2
PR:P23396-1	organism-sequence	P23396-1
PR:P23396	organism-gene	P23396
PR:P23381-2	organism-sequence	P23381-2
PR:P23381-1	organism-sequence	P23381-1
PR:P23381	organism-gene	P23381
PR:P22830-2	organism-sequence	P22830-2
PR:P22830-1	organism-sequence	P22830-1
PR:P22830	organism-gene	P22830
PR:P22570-7	organism-sequence	P22570-7
PR:P22570-6	organism-sequence	P22570-6

PR:P30793-4	organism-sequence	P30793-4
PR:P30793-3	organism-sequence	P30793-3
PR:P30793-2	organism-sequence	P30793-2
PR:P30793-1	organism-sequence	P30793-1
PR:P30793	organism-gene	P30793
PR:P30566-2	organism-sequence	P30566-2
PR:P30566-1	organism-sequence	P30566-1
PR:P30566	organism-gene	P30566
PR:P30260-2	organism-sequence	P30260-2
PR:P30260-1	organism-sequence	P30260-1
PR:P30260	organism-gene	P30260
PR:P30085-2	organism-sequence	P30085-2
PR:P30085-1	organism-sequence	P30085-1
PR:P30085	organism-gene	P30085
PR:P29084	organism-gene	P29084
PR:P28340	organism-gene	P28340
PR:P28070-1	organism-sequence	P28070-1
PR:P28070	organism-gene	P28070
PR:P28066-2	organism-sequence	P28066-2
PR:P28066-1	organism-sequence	P28066-1
PR:P28066	organism-gene	P28066
PR:P25788-2	organism-sequence	P25788-2
PR:P25788-1	organism-sequence	P25788-1
PR:P25788	organism-gene	P25788
PR:P25787-1	organism-sequence	P25787-1
PR:P25787	organism-gene	P25787
PR:P25786-2	organism-sequence	P25786-2

PR:P37268	organism-gene	P37268
PR:P36551-2	organism-sequence	P36551-2
PR:P36551-1	organism-sequence	P36551-1
PR:P36551	organism-gene	P36551
PR:P35998-2	organism-sequence	P35998-2
PR:P35998-1	organism-sequence	P35998-1
PR:P35998	organism-gene	P35998
PR:P35638-2	organism-sequence	P35638-2
PR:P35638-1	organism-sequence	P35638-1
PR:P35638	organism-gene	P35638
PR:P35251-2	organism-sequence	P35251-2
PR:P35251-1	organism-sequence	P35251-1
PR:P35251	organism-gene	P35251
PR:P35249-2	organism-sequence	P35249-2
PR:P35249-1	organism-sequence	P35249-1
PR:P35249	organism-gene	P35249
PR:P34949-2	organism-sequence	P34949-2
PR:P34949-1	organism-sequence	P34949-1
PR:P34949	organism-gene	P34949
PR:P33993-3	organism-sequence	P33993-3
PR:P33993-2	organism-sequence	P33993-2
PR:P33993-1	organism-sequence	P33993-1
PR:P33993	organism-gene	P33993
PR:P33992	organism-gene	P33992
PR:P33316-3	organism-sequence	P33316-3
