PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	

PR:P49354-1	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha isoform 1 (human)	A protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha isoform 1 that is encoded in the genome of human. [PRO:CNA]	organism-sequence	PR:000027683
PR:P49354	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (human)	A protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha that is encoded in the genome of human. [PRO:DNx, UniProtKB:P49354]	organism-gene	PR:000007591
PR:P48643-2	T-complex protein 1 subunit epsilon isoform 2 (human)	A T-complex protein 1 subunit epsilon (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P48643-2. [PRO:DNx, UniProtKB:P48643]	organism-sequence	PR:P48643
PR:P48643-1	T-complex protein 1 subunit epsilon isoform 1 (human)	A T-complex protein 1 subunit epsilon isoform 1 that is encoded in the genome of human. [PRO:HJD]	organism-sequence	PR:000027860
PR:P48643	T-complex protein 1 subunit epsilon (human)	A T-complex protein 1 subunit epsilon that is encoded in the genome of human. [PRO:DNx, UniProtKB:P48643]	organism-gene	PR:000005153

PR:P61803-1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 isoform 1 (human)	A dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039954
PR:P61803	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (human)	A dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P61803]	organism-gene	PR:000006266
PR:P61221-1	ATP-binding cassette sub-family E member 1 isoform 1 (human)	An ATP-binding cassette sub-family E member 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039928
PR:P61221	ATP-binding cassette sub-family E member 1 (human)	An ATP-binding cassette sub-family E member 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P61221]	organism-gene	PR:000003568
PR:P61009-1	signal peptidase complex subunit 3 isoform 1 (human)	A signal peptidase complex subunit 3 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039908
PR:P61009	signal peptidase complex subunit 3 (human)	A signal peptidase complex subunit 3 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000015507
PR:P57054-3	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform C (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P57054-3. [PRO:DNx, UniProtKB:P57054]	organism-sequence	PR:P57054
PR:P57054-2	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform 1 (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform 1 that is encoded in the genome of human. [PMID:10944123, PRO:CNA]	organism-sequence	PR:000027017
PR:P57054-1	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform B (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P57054-1. [PRO:DNx, UniProtKB:P57054]	organism-sequence	PR:P57054
PR:P57054	phosphatidylinositol N-acetylglucosaminyltransferase subunit P (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P that is encoded in the genome of human. [PRO:DNx, UniProtKB:P57054]	organism-gene	PR:000012703
PR:P56282-3	DNA polymerase epsilon subunit 2 isoform 3 (human)	A DNA polymerase epsilon subunit 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P56282-3. [PRO:DNx, UniProtKB:P56282]	organism-sequence	PR:P56282
PR:P56282-2	DNA polymerase epsilon subunit 2 isoform 2 (human)	A DNA polymerase epsilon subunit 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P56282-2. [PRO:DNx, UniProtKB:P56282]	organism-sequence	PR:P56282
PR:P56282-1	DNA polymerase epsilon subunit 2 isoform 1 (human)	A DNA polymerase epsilon subunit 2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039813
PR:P56282	DNA polymerase epsilon subunit 2 (human)	A DNA polymerase epsilon subunit 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P56282]	organism-gene	PR:000012970
PR:P55789-2	FAD-linked sulfhydryl oxidase ALR isoform 2 (human)	A FAD-linked sulfhydryl oxidase ALR (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P55789-2. [PRO:DNx, UniProtKB:P55789]	organism-sequence	PR:P55789
PR:P55789-1	FAD-linked sulfhydryl oxidase ALR isoform 1 (human)	A FAD-linked sulfhydryl oxidase ALR (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P55789-1. [PRO:DNx, UniProtKB:P55789]	organism-sequence	PR:P55789
PR:P55789	FAD-linked sulfhydryl oxidase ALR (human)	An FAD-linked sulfhydryl oxidase ALR that is encoded in the genome of human. [PRO:DNx, UniProtKB:P55789]	organism-gene	PR:000007940
PR:P55060-4	exportin-2 isoform 4 (human)	An exportin-2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P55060-4. [PRO:DNx, UniProtKB:P55060]	organism-sequence	PR:P55060
PR:P55060-3	exportin-2 isoform 3 (human)	An exportin-2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P55060-3. [PRO:DNx, UniProtKB:P55060]	organism-sequence	PR:P55060
PR:P55060-2	exportin-2 isoform 2 (human)	An exportin-2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P55060-2. [PRO:DNx, UniProtKB:P55060]	organism-sequence	PR:P55060
PR:P55060-1	exportin-2 isoform 1 (human)	An exportin-2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039783
PR:P55060	exportin-2 (human)	An exportin-2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P55060]	organism-gene	PR:000005929
PR:P53618-1	coatomer subunit beta isoform 1 (human)	A coatomer subunit beta isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039737
PR:P53618	coatomer subunit beta (human)	A coatomer subunit beta that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000005734
PR:P53384-2	cytosolic Fe-S cluster assembly factor NUBP1 isoform 2 (human)	A cytosolic Fe-S cluster assembly factor NUBP1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P53384-2. [PRO:DNx, UniProtKB:P53384]	organism-sequence	PR:P53384
PR:P53384-1	cytosolic Fe-S cluster assembly factor NUBP1 isoform 1 (human)	A cytosolic Fe-S cluster assembly factor NUBP1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039730
PR:P53384	cytosolic Fe-S cluster assembly factor NUBP1 (human)	A cytosolic Fe-S cluster assembly factor NUBP1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P53384]	organism-gene	PR:000011476

PR:Q13042-2	cell division cycle protein 16 homolog isoform 2 (human)	A cell division cycle protein 16 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13042-2. [PRO:DNx, UniProtKB:Q13042]	organism-sequence	PR:Q13042
PR:Q13042-1	cell division cycle protein 16 homolog isoform 1 (human)	A cell division cycle protein 16 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040387
PR:Q13042	cell division cycle protein 16 (human)	A cell division cycle protein 16 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000005187
PR:Q12996-3	cleavage stimulation factor subunit 3 isoform 3 (human)	A cleavage stimulation factor subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q12996-3. [PRO:DNx, UniProtKB:Q12996]	organism-sequence	PR:Q12996
PR:Q12996-2	cleavage stimulation factor subunit 3 isoform 2 (human)	A cleavage stimulation factor subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q12996-2. [PRO:DNx, UniProtKB:Q12996]	organism-sequence	PR:Q12996
PR:Q12996-1	cleavage stimulation factor subunit 3 isoform 1 (human)	A cleavage stimulation factor 77 kDa subunit isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040384
PR:Q12996	cleavage stimulation factor 77 kDa subunit (human)	A cleavage stimulation factor 77 kDa subunit that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000005978
PR:Q12874-1	splicing factor 3A subunit 3 isoform 1 (human)	A splicing factor 3A subunit 3 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040370
PR:Q12874	splicing factor 3A subunit 3 (human)	A splicing factor 3A subunit 3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q12874]	organism-gene	PR:000014733
PR:Q10713-2	mitochondrial-processing peptidase subunit alpha isoform 2 (human)	A mitochondrial-processing peptidase subunit alpha (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q10713-2. [PRO:DNx, UniProtKB:Q10713]	organism-sequence	PR:Q10713
PR:Q10713-1	mitochondrial-processing peptidase subunit alpha isoform 1 (human)	A mitochondrial-processing peptidase subunit alpha (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q10713-1. [PRO:DNx, UniProtKB:Q10713]	organism-sequence	PR:Q10713
PR:Q10713	mitochondrial-processing peptidase subunit alpha (human)	A mitochondrial-processing peptidase subunit alpha that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q10713]	organism-gene	PR:000012911
PR:Q07864	DNA polymerase epsilon catalytic subunit A (human)	A DNA polymerase epsilon catalytic subunit A that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q07864]	organism-gene	PR:000012969
PR:Q00403-1	transcription initiation factor IIB isoform 1 (human)	A transcription initiation factor IIB isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040208
PR:Q00403	transcription initiation factor IIB (human)	A transcription initiation factor IIB that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q00403]	organism-gene	PR:000008313
PR:P78346-2	ribonuclease P protein subunit p30 isoform 2 (human)	A ribonuclease P protein subunit p30 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P78346-2. [PRO:DNx, UniProtKB:P78346]	organism-sequence	PR:P78346
PR:P78346-1	ribonuclease P protein subunit p30 isoform 1 (human)	A ribonuclease P protein subunit p30 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040129
PR:P78346	ribonuclease P protein subunit p30 (human)	A ribonuclease P protein subunit p30 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P78346]	organism-gene	PR:000014245
PR:P78316-2	nucleolar protein 14 isoform 2 (human)	A nucleolar protein 14 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P78316-2. [PRO:DNx, UniProtKB:P78316]	organism-sequence	PR:P78316
PR:P78316-1	nucleolar protein 14 isoform 1 (human)	A nucleolar protein 14 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P78316-1. [PRO:DNx, UniProtKB:P78316]	organism-sequence	PR:P78316
PR:P78316	nucleolar protein 14 (human)	A nucleolar protein 14 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P78316]	organism-gene	PR:000011322
PR:P63208-2	S-phase kinase-associated protein 1 isoform 2 (human)	An S-phase kinase-associated protein 1A isoform 2 that is encoded in the genome of human. [PRO:CNA]	organism-sequence	PR:000000181
PR:P63208-1	S-phase kinase-associated protein 1 isoform 1 (human)	An S-phase kinase-associated protein 1A isoform 1 that is encoded in the genome of human. [PRO:CNA]	organism-sequence	PR:000000180
PR:P63208	S-phase kinase-associated protein 1 (human)	An S-phase kinase-associated protein 1A that is encoded in the genome of human. [PRO:CNA, UniProtKB:P63208]	organism-gene	PR:000000045
PR:P62495-2	eukaryotic peptide chain release factor subunit 1 isoform 2 (human)	A eukaryotic peptide chain release factor subunit 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62495-2. [PRO:DNx, UniProtKB:P62495]	organism-sequence	PR:P62495
PR:P62495-1	eukaryotic peptide chain release factor subunit 1 isoform 1 (human)	A eukaryotic peptide chain release factor subunit 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040010
PR:P62495	eukaryotic peptide chain release factor subunit 1 (human)	A eukaryotic peptide chain release factor subunit 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62495]	organism-gene	PR:000007214

PR:Q15269-1	periodic tryptophan protein 2 homolog isoform 1 (human)	A periodic tryptophan protein 2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040609
PR:Q15269	periodic tryptophan protein 2 homolog (human)	A periodic tryptophan protein 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q15269]	organism-gene	PR:000013505
PR:Q15003-2	condensin complex subunit 2 isoform 2 (human)	A condensin complex subunit 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15003-2. [PRO:DNx, UniProtKB:Q15003]	organism-sequence	PR:Q15003
PR:Q15003-1	condensin complex subunit 2 isoform 1 (human)	A condensin complex subunit 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15003-1. [PRO:DNx, UniProtKB:Q15003]	organism-sequence	PR:Q15003
PR:Q15003	condensin complex subunit 2 (human)	A condensin complex subunit 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q15003]	organism-gene	PR:000011024
PR:Q14692	ribosome biogenesis protein BMS1 homolog (human)	A ribosome biogenesis protein BMS1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q14692]	organism-gene	PR:000004776
PR:Q14691-1	DNA replication complex GINS protein PSF1 isoform 1 (human)	A DNA replication complex GINS protein PSF1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040543
PR:Q14691	DNA replication complex GINS protein PSF1 (human)	A DNA replication complex GINS protein PSF1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q14691]	organism-gene	PR:000007982
PR:Q14566-1	DNA replication licensing factor MCM6 isoform 1 (human)	A DNA replication licensing factor MCM6 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040533
PR:Q14566	DNA replication licensing factor MCM6 (human)	A DNA replication licensing factor MCM6 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000010248
PR:Q14562	ATP-dependent RNA helicase DHX8 (human)	An ATP-dependent RNA helicase DHX8 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q14562]	organism-gene	PR:000006473
PR:Q14181-2	DNA polymerase alpha subunit B isoform 2 (human)	A DNA polymerase alpha subunit B (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q14181-2. [PRO:DNx, UniProtKB:Q14181]	organism-sequence	PR:Q14181
PR:Q14181-1	DNA polymerase alpha subunit B isoform 1 (human)	A DNA polymerase alpha subunit B (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q14181-1. [PRO:DNx, UniProtKB:Q14181]	organism-sequence	PR:Q14181
PR:Q14181	DNA polymerase alpha subunit B (human)	A DNA polymerase alpha subunit B that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000012961
PR:Q14152-2	eukaryotic translation initiation factor 3 subunit A isoform 2 (human)	A eukaryotic translation initiation factor 3 subunit A (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q14152-2. [PRO:DNx, UniProtKB:Q14152]	organism-sequence	PR:Q14152
PR:Q14152-1	eukaryotic translation initiation factor 3 subunit A isoform 1 (human)	A eukaryotic translation initiation factor 3 subunit A (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q14152-1. [PRO:DNx, UniProtKB:Q14152]	organism-sequence	PR:Q14152
PR:Q14152	eukaryotic translation initiation factor 3 subunit A (human)	A eukaryotic translation initiation factor 3 subunit A that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q14152]	organism-gene	PR:000006973
PR:Q13889-2	general transcription factor IIH subunit 3 isoform 2 (human)	A general transcription factor IIH subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13889-2. [PRO:DNx, UniProtKB:Q13889]	organism-sequence	PR:Q13889
PR:Q13889-1	general transcription factor IIH subunit 3 isoform 1 (human)	A general transcription factor IIH subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13889-1. [PRO:DNx, UniProtKB:Q13889]	organism-sequence	PR:Q13889
PR:Q13889	general transcription factor IIH subunit 3 (human)	A general transcription factor IIH subunit 3 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000008319
PR:Q13610-2	periodic tryptophan protein 1 homolog isoform 2 (human)	A periodic tryptophan protein 1 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13610-2. [PRO:DNx, UniProtKB:Q13610]	organism-sequence	PR:Q13610
PR:Q13610-1	periodic tryptophan protein 1 homolog isoform 1 (human)	A periodic tryptophan protein 1 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13610-1. [PRO:DNx, UniProtKB:Q13610]	organism-sequence	PR:Q13610
PR:Q13610	periodic tryptophan protein 1 homolog (human)	A periodic tryptophan protein 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q13610]	organism-gene	PR:000013504
PR:Q13416	origin recognition complex subunit 2 (human)	An origin recognition complex subunit 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q13416]	organism-gene	PR:000012031
PR:Q13347-1	eukaryotic translation initiation factor 3 subunit I isoform 1 (human)	A eukaryotic translation initiation factor 3 subunit I isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040415
PR:Q13347	eukaryotic translation initiation factor 3 subunit I (human)	A eukaryotic translation initiation factor 3 subunit I that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q13347]	organism-gene	PR:000006981
PR:Q13042-4	cell division cycle protein 16 homolog isoform 4 (human)	A cell division cycle protein 16 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13042-4. [PRO:DNx, UniProtKB:Q13042]	organism-sequence	PR:Q13042
PR:Q13042-3	cell division cycle protein 16 homolog isoform 3 (human)	A cell division cycle protein 16 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13042-3. [PRO:DNx, UniProtKB:Q13042]	organism-sequence	PR:Q13042

PR:Q53F39-2	metallophosphoesterase 1 isoform 2 (human)	A metallophosphoesterase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q53F39-2. [PRO:DNx, UniProtKB:Q53F39]	organism-sequence	PR:Q53F39
PR:Q53F39-1	metallophosphoesterase 1 isoform 1 (human)	A metallophosphoesterase 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q53F39-1. [PRO:DNx, UniProtKB:Q53F39]	organism-sequence	PR:Q53F39
PR:Q53F39	metallophosphoesterase 1 (human)	A metallophosphoesterase 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q53F39]	organism-gene	PR:000010548
PR:Q3ZCQ8-3	mitochondrial import inner membrane translocase subunit TIM50 isoform 3 (human)	A mitochondrial import inner membrane translocase subunit TIM50 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q3ZCQ8-3. [PRO:DNx, UniProtKB:Q3ZCQ8]	organism-sequence	PR:Q3ZCQ8
PR:Q3ZCQ8-2	mitochondrial import inner membrane translocase subunit TIM50 isoform 2 (human)	A mitochondrial import inner membrane translocase subunit TIM50 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q3ZCQ8-2. [PRO:DNx, UniProtKB:Q3ZCQ8]	organism-sequence	PR:Q3ZCQ8
PR:Q3ZCQ8-1	mitochondrial import inner membrane translocase subunit TIM50 isoform 1 (human)	A mitochondrial import inner membrane translocase subunit TIM50 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040859
PR:Q3ZCQ8	mitochondrial import inner membrane translocase subunit TIM50 (human)	A mitochondrial import inner membrane translocase subunit TIM50 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q3ZCQ8]	organism-gene	PR:000016349
PR:Q32NB8-4	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform 4 (human)	A CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q32NB8-4. [PRO:DNx, UniProtKB:Q32NB8]	organism-sequence	PR:Q32NB8
PR:Q32NB8-3	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform 3 (human)	A CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q32NB8-3. [PRO:DNx, UniProtKB:Q32NB8]	organism-sequence	PR:Q32NB8
PR:Q32NB8-2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform 2 (human)	A CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q32NB8-2. [PRO:DNx, UniProtKB:Q32NB8]	organism-sequence	PR:Q32NB8
PR:Q32NB8-1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial isoform 1 (human)	A CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q32NB8-1. [PRO:DNx, UniProtKB:Q32NB8]	organism-sequence	PR:Q32NB8
PR:Q32NB8	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial (human)	A CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q32NB8]	organism-gene	PR:000012624
PR:Q15637-7	splicing factor 1 isoform 7 (human)	A splicing factor 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15637-7. [PRO:DNx, UniProtKB:Q15637]	organism-sequence	PR:Q15637
PR:Q15637-6	splicing factor 1 isoform 6 (human)	A splicing factor 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15637-6. [PRO:DNx, UniProtKB:Q15637]	organism-sequence	PR:Q15637
PR:Q15637-5	splicing factor 1 isoform 5 (human)	A splicing factor 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15637-5. [PRO:DNx, UniProtKB:Q15637]	organism-sequence	PR:Q15637
PR:Q15637-4	splicing factor 1 isoform 4 (human)	A splicing factor 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15637-4. [PRO:DNx, UniProtKB:Q15637]	organism-sequence	PR:Q15637
PR:Q15637-3	splicing factor 1 isoform 3 (human)	A splicing factor 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15637-3. [PRO:DNx, UniProtKB:Q15637]	organism-sequence	PR:Q15637
PR:Q15637-2	splicing factor 1 isoform 2 (human)	A splicing factor 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15637-2. [PRO:DNx, UniProtKB:Q15637]	organism-sequence	PR:Q15637
PR:Q15637-1	splicing factor 1 isoform 1 (human)	A splicing factor 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040657
PR:Q15637	splicing factor 1 (human)	A splicing factor 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q15637]	organism-gene	PR:000014730
PR:Q15542-2	transcription initiation factor TFIID subunit 5 isoform Short (human)	A transcription initiation factor TFIID subunit 5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15542-2. [PRO:DNx, UniProtKB:Q15542]	organism-sequence	PR:Q15542
PR:Q15542-1	transcription initiation factor TFIID subunit 5 isoform Long (human)	A transcription initiation factor TFIID subunit 5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15542-1. [PRO:DNx, UniProtKB:Q15542]	organism-sequence	PR:Q15542
PR:Q15542	transcription initiation factor TFIID subunit 5 (human)	A transcription initiation factor TFIID subunit 5 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000016029
PR:Q15393-3	splicing factor 3B subunit 3 isoform 3 (human)	A splicing factor 3B subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15393-3. [PRO:DNx, UniProtKB:Q15393]	organism-sequence	PR:Q15393
PR:Q15393-2	splicing factor 3B subunit 3 isoform 2 (human)	A splicing factor 3B subunit 3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q15393-2. [PRO:DNx, UniProtKB:Q15393]	organism-sequence	PR:Q15393
PR:Q15393-1	splicing factor 3B subunit 3 isoform 1 (human)	A splicing factor 3B subunit 3 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040637
PR:Q15393	splicing factor 3B subunit 3 (human)	A splicing factor 3B subunit 3 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q15393]	organism-gene	PR:000014737

PR:Q6PJT7-4	zinc finger CCCH domain-containing protein 14 isoform 4 (human)	A zinc finger CCCH domain-containing protein 14 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q6PJT7-4. [PRO:DNx, UniProtKB:Q6PJT7]	organism-sequence	PR:Q6PJT7
PR:Q6PJT7-3	zinc finger CCCH domain-containing protein 14 isoform 3 (human)	A zinc finger CCCH domain-containing protein 14 isoform 3 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000041234
PR:Q6PJT7-2	zinc finger CCCH domain-containing protein 14 isoform 2 (human)	A zinc finger CCCH domain-containing protein 14 isoform 2 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000041233
PR:Q6PJT7-11	zinc finger CCCH domain-containing protein 14 isoform 11 (human)	A zinc finger CCCH domain-containing protein 14 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q6PJT7-11. [PRO:DNx, UniProtKB:Q6PJT7]	organism-sequence	PR:Q6PJT7
PR:Q6PJT7-10	zinc finger CCCH domain-containing protein 14 isoform 10 (human)	A zinc finger CCCH domain-containing protein 14 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q6PJT7-10. [PRO:DNx, UniProtKB:Q6PJT7]	organism-sequence	PR:Q6PJT7
PR:Q6PJT7-1	zinc finger CCCH domain-containing protein 14 isoform 1 (human)	A zinc finger CCCH domain-containing protein 14 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000041232
