PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	Ortho isoform 	

PR:P53611-1	geranylgeranyl transferase type-2 subunit beta isoform 1 (human)	A geranylgeranyl transferase type-2 subunit beta isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039736	Yes
PR:P53611	geranylgeranyl transferase type-2 subunit beta (human)	A geranylgeranyl transferase type-2 subunit beta that is encoded in the genome of human. [PRO:DNx, UniProtKB:P53611]	organism-gene	PR:000013654	Yes
PR:P53602	diphosphomevalonate decarboxylase (human)	A diphosphomevalonate decarboxylase that is encoded in the genome of human. [PRO:DNx, UniProtKB:P53602]	organism-gene	PR:000010785	Yes
PR:P53384-2	cytosolic Fe-S cluster assembly factor NUBP1 isoform 2 (human)	A cytosolic Fe-S cluster assembly factor NUBP1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P53384-2. [PRO:DNx, UniProtKB:P53384]	organism-sequence	PR:P53384	Yes
PR:P53384-1	cytosolic Fe-S cluster assembly factor NUBP1 isoform 1 (human)	A cytosolic Fe-S cluster assembly factor NUBP1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039730	Yes
PR:P53384	cytosolic Fe-S cluster assembly factor NUBP1 (human)	A cytosolic Fe-S cluster assembly factor NUBP1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P53384]	organism-gene	PR:000011476	Yes
PR:P52815	39S ribosomal protein L12, mitochondrial (human)	A 39S ribosomal protein L12, mitochondrial that is encoded in the genome of human. [PRO:DNx, UniProtKB:P52815]	organism-gene	PR:000010574	Yes
PR:P52655-2	transcription initiation factor IIA subunit 1 isoform 37 kDa (human)	A transcription initiation factor IIA subunit 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P52655-2. [PRO:DNx, UniProtKB:P52655]	organism-sequence	PR:P52655	Yes
PR:P52655-1	transcription initiation factor IIA subunit 1 isoform 42 kDa (human)	A transcription initiation factor IIA subunit 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P52655-1. [PRO:DNx, UniProtKB:P52655]	organism-sequence	PR:P52655	Yes
PR:P52655	transcription initiation factor IIA subunit 1 (human)	A transcription initiation factor IIA subunit 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P52655]	organism-gene	PR:000008310	Yes
PR:P52434-5	DNA-directed RNA polymerases I, II, and III subunit RPABC3 isoform 5 (human)	A DNA-directed RNA polymerases I, II, and III subunit RPABC3 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P52434-5. [PRO:DNx, UniProtKB:P52434]	organism-sequence	PR:P52434	Yes

PR:P60900-1	proteasome subunit alpha type-6 isoform 1 (human)	A proteasome subunit alpha type-6 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039903	Yes
PR:P60900	proteasome subunit alpha type-6 (human)	A proteasome subunit alpha type-6 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000013365	Yes
PR:P60866-2	40S ribosomal protein S20 isoform 2 (human)	A 40S ribosomal protein S20 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60866-2. [PRO:DNx, UniProtKB:P60866]	organism-sequence	PR:P60866	Yes
PR:P60866-1	40S ribosomal protein S20 isoform 1 (human)	A 40S ribosomal protein S20 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039899	Yes
PR:P60866	40S ribosomal protein S20 (human)	A 40S ribosomal protein S20 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P60866]	organism-gene	PR:000014264	Yes
PR:P60174-4	triosephosphate isomerase isoform 4 (human)	A triosephosphate isomerase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60174-4. [PRO:DNx, UniProtKB:P60174]	organism-sequence	PR:P60174	Yes
PR:P60174-3	triosephosphate isomerase isoform 1 (human)	A triosephosphate isomerase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60174-3. [PRO:DNx, UniProtKB:P60174]	organism-sequence	PR:P60174	Yes
PR:P60174-1	triosephosphate isomerase isoform 2 (human)	A triosephosphate isomerase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60174-1. [PRO:DNx, UniProtKB:P60174]	organism-sequence	PR:P60174	Yes
PR:P60174	triosephosphate isomerase (human)	A triosephosphate isomerase that is encoded in the genome of human. [PRO:DNx, UniProtKB:P60174]	organism-gene	PR:000016577	Yes
PR:P60059-1	protein transport protein Sec61 subunit gamma isoform 1 (human)	A protein transport protein Sec61 subunit gamma isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039882	Yes
PR:P60059	protein transport protein Sec61 subunit gamma (human)	A protein transport protein Sec61 subunit gamma that is encoded in the genome of human. [PRO:DNx, UniProtKB:P60059]	organism-gene	PR:000014598	Yes
PR:P57054-3	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform C (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P57054-3. [PRO:DNx, UniProtKB:P57054]	organism-sequence	PR:P57054	Yes
PR:P57054-2	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform 1 (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform 1 that is encoded in the genome of human. [PMID:10944123, PRO:CNA]	organism-sequence	PR:000027017	Yes
PR:P57054-1	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform B (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P57054-1. [PRO:DNx, UniProtKB:P57054]	organism-sequence	PR:P57054	Yes
PR:P57054	phosphatidylinositol N-acetylglucosaminyltransferase subunit P (human)	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P that is encoded in the genome of human. [PRO:DNx, UniProtKB:P57054]	organism-gene	PR:000012703	Yes
PR:P56537-2	eukaryotic translation initiation factor 6 isoform 2 (human)	A eukaryotic translation initiation factor 6 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P56537-2. [PRO:DNx, UniProtKB:P56537]	organism-sequence	PR:P56537	Yes
PR:P56537-1	eukaryotic translation initiation factor 6 isoform 1 (human)	A eukaryotic translation initiation factor 6 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039823	Yes
PR:P56537	eukaryotic translation initiation factor 6 (human)	A eukaryotic translation initiation factor 6 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P56537]	organism-gene	PR:000007007	Yes
PR:P56282-3	DNA polymerase epsilon subunit 2 isoform 3 (human)	A DNA polymerase epsilon subunit 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P56282-3. [PRO:DNx, UniProtKB:P56282]	organism-sequence	PR:P56282	Yes
PR:P56282-2	DNA polymerase epsilon subunit 2 isoform 2 (human)	A DNA polymerase epsilon subunit 2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P56282-2. [PRO:DNx, UniProtKB:P56282]	organism-sequence	PR:P56282	Yes
PR:P56282-1	DNA polymerase epsilon subunit 2 isoform 1 (human)	A DNA polymerase epsilon subunit 2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039813	Yes
PR:P56282	DNA polymerase epsilon subunit 2 (human)	A DNA polymerase epsilon subunit 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P56282]	organism-gene	PR:000012970	Yes
PR:P55789-2	FAD-linked sulfhydryl oxidase ALR isoform 2 (human)	A FAD-linked sulfhydryl oxidase ALR (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P55789-2. [PRO:DNx, UniProtKB:P55789]	organism-sequence	PR:P55789	Yes
PR:P55789-1	FAD-linked sulfhydryl oxidase ALR isoform 1 (human)	A FAD-linked sulfhydryl oxidase ALR (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P55789-1. [PRO:DNx, UniProtKB:P55789]	organism-sequence	PR:P55789	Yes
PR:P55789	FAD-linked sulfhydryl oxidase ALR (human)	An FAD-linked sulfhydryl oxidase ALR that is encoded in the genome of human. [PRO:DNx, UniProtKB:P55789]	organism-gene	PR:000007940	Yes
PR:P55769-1	NHP2-like protein 1 isoform 1 (human)	An NHP2-like protein 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039803	Yes
PR:P55769	NHP2-like protein 1 (human)	An NHP2-like protein 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P55769]	organism-gene	PR:000011203	Yes

PR:P62195-1	26S protease regulatory subunit 8 isoform 1 (human)	A 26S protease regulatory subunit 8 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62195-1. [PRO:DNx, UniProtKB:P62195]	organism-sequence	PR:P62195	Yes
PR:P62195	26S protease regulatory subunit 8 (human)	A 26S protease regulatory subunit 8 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62195]	organism-gene	PR:000013383	Yes
PR:P62191-2	26S protease regulatory subunit 4 isoform 2 (human)	A 26S protease regulatory subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62191-2. [PRO:DNx, UniProtKB:P62191]	organism-sequence	PR:P62191	Yes
PR:P62191-1	26S protease regulatory subunit 4 isoform 1 (human)	A 26S protease regulatory subunit 4 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62191-1. [PRO:DNx, UniProtKB:P62191]	organism-sequence	PR:P62191	Yes
PR:P62191	26S protease regulatory subunit 4 (human)	A 26S protease regulatory subunit 4 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62191]	organism-gene	PR:000013378	Yes
PR:P62166-2	neuronal calcium sensor 1 isoform 2 (human)	A neuronal calcium sensor 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62166-2. [PRO:DNx, UniProtKB:P62166]	organism-sequence	PR:P62166	Yes
PR:P62166-1	neuronal calcium sensor 1 isoform 1 (human)	A neuronal calcium sensor 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039978	Yes
PR:P62166	neuronal calcium sensor 1 (human)	A neuronal calcium sensor 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62166]	organism-gene	PR:000007659	Yes
PR:P61970-1	nuclear transport factor 2 isoform 1 (human)	A nuclear transport factor 2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039965	Yes
PR:P61970	nuclear transport factor 2 (human)	A nuclear transport factor 2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P61970]	organism-gene	PR:000011533	Yes
PR:P61803-1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 isoform 1 (human)	A dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039954	Yes
PR:P61803	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (human)	A dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P61803]	organism-gene	PR:000006266	Yes
PR:P61221-1	ATP-binding cassette sub-family E member 1 isoform 1 (human)	An ATP-binding cassette sub-family E member 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039928	Yes
PR:P61221	ATP-binding cassette sub-family E member 1 (human)	An ATP-binding cassette sub-family E member 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P61221]	organism-gene	PR:000003568	Yes
PR:P61218-1	DNA-directed RNA polymerases I, II, and III subunit RPABC2 isoform 1 (human)	A DNA-directed RNA polymerases I, II, and III subunit RPABC2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039927	Yes
PR:P61218	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (human)	A DNA-directed RNA polymerases I, II, and III subunit RPABC2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P61218]	organism-gene	PR:000012992	Yes
PR:P61086-3	ubiquitin-conjugating enzyme E2 K isoform 3 (human)	A ubiquitin-conjugating enzyme E2 K (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P61086-3. [PRO:DNx, UniProtKB:P61086]	organism-sequence	PR:P61086	Yes
PR:P61086-2	ubiquitin-conjugating enzyme E2 K isoform 2 (human)	A ubiquitin-conjugating enzyme E2 K (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P61086-2. [PRO:DNx, UniProtKB:P61086]	organism-sequence	PR:P61086	Yes
PR:P61086-1	ubiquitin-conjugating enzyme E2 K isoform 1 (human)	A ubiquitin-conjugating enzyme E2 K isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039916	Yes
PR:P61086	ubiquitin-conjugating enzyme E2 K (human)	A ubiquitin-conjugating enzyme E2 K that is encoded in the genome of human. [PRO:DNx, UniProtKB:P61086]	organism-gene	PR:000016980	Yes
PR:P61009-1	signal peptidase complex subunit 3 isoform 1 (human)	A signal peptidase complex subunit 3 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039908	Yes
PR:P61009	signal peptidase complex subunit 3 (human)	A signal peptidase complex subunit 3 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000015507	Yes
PR:P60953-2	cell division control protein 42 homolog isoform 2 (human)	A cell division control protein 42 isoform 2 that is encoded in the genome of human. [PRO:KRC]	organism-sequence	PR:000035810	Yes
PR:P60953-1	cell division control protein 42 homolog isoform 1 (human)	A cell division control protein 42 isoform 1 that is encoded in the genome of human. [PRO:KRC]	organism-sequence	PR:000035808	Yes
PR:P60953	cell division control protein 42 homolog (human)	A cell division control protein 42 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P60953]	organism-gene	PR:000005204	Yes
PR:P60900-3	proteasome subunit alpha type-6 isoform 3 (human)	A proteasome subunit alpha type-6 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60900-3. [PRO:DNx, UniProtKB:P60900]	organism-sequence	PR:P60900	Yes
PR:P60900-2	proteasome subunit alpha type-6 isoform 2 (human)	A proteasome subunit alpha type-6 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P60900-2. [PRO:DNx, UniProtKB:P60900]	organism-sequence	PR:P60900	Yes

PR:P63165	small ubiquitin-related modifier 1 (human)	A small ubiquitin-related modifier 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P63165]	organism-gene	PR:000015829	Yes
PR:P62979-1	ubiquitin-40S ribosomal protein S27a isoform 1 (human)	A ubiquitin-40S ribosomal protein S27a isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040055	Yes
PR:P62979	ubiquitin-40S ribosomal protein S27a (human)	A ubiquitin-40S ribosomal protein S27a that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62979]	organism-gene	PR:000014271	Yes
PR:P62888-1	60S ribosomal protein L30 isoform 1 (human)	A 60S ribosomal protein L30 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040044	Yes
PR:P62888	60S ribosomal protein L30 (human)	A 60S ribosomal protein L30 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62888]	organism-gene	PR:000014213	Yes
PR:P62877-1	E3 ubiquitin-protein ligase RBX1 isoform 1 (human)	An E3 ubiquitin-protein ligase RBX1 isoform 1 that is encoded in the genome of human. [PRO:CNA]	organism-sequence	PR:000000177	Yes
PR:P62877	E3 ubiquitin-protein ligase RBX1 (human)	An E3 ubiquitin-protein ligase RBX1 that is encoded in the genome of human. [PRO:CNA, UniProtKB:P62877]	organism-gene	PR:000000043	Yes
PR:P62875-1	DNA-directed RNA polymerases I, II, and III subunit RPABC5 isoform 1 (human)	A DNA-directed RNA polymerases I, II, and III subunit RPABC5 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040042	Yes
PR:P62875	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (human)	A DNA-directed RNA polymerases I, II, and III subunit RPABC5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62875]	organism-gene	PR:000012999	Yes
PR:P62495-2	eukaryotic peptide chain release factor subunit 1 isoform 2 (human)	A eukaryotic peptide chain release factor subunit 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62495-2. [PRO:DNx, UniProtKB:P62495]	organism-sequence	PR:P62495	Yes
PR:P62495-1	eukaryotic peptide chain release factor subunit 1 isoform 1 (human)	A eukaryotic peptide chain release factor subunit 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040010	Yes
PR:P62495	eukaryotic peptide chain release factor subunit 1 (human)	A eukaryotic peptide chain release factor subunit 1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62495]	organism-gene	PR:000007214	Yes
PR:P62487-1	DNA-directed RNA polymerase II subunit RPB7 isoform 1 (human)	A DNA-directed RNA polymerase II subunit RPB7 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040008	Yes
PR:P62487	DNA-directed RNA polymerase II subunit RPB7 (human)	A DNA-directed RNA polymerase II subunit RPB7 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62487]	organism-gene	PR:000012993	Yes
PR:P62333-1	26S protease regulatory subunit 10B isoform 1 (human)	A 26S protease regulatory subunit S10B isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040004	Yes
PR:P62333	26S protease regulatory subunit 10B (human)	A 26S protease regulatory subunit S10B that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62333]	organism-gene	PR:000013384	Yes
PR:P62316-2	small nuclear ribonucleoprotein Sm D2 isoform 2 (human)	A small nuclear ribonucleoprotein Sm D2 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62316-2. [PRO:DNx, UniProtKB:P62316]	organism-sequence	PR:P62316	Yes
PR:P62316-1	small nuclear ribonucleoprotein Sm D2 isoform 1 (human)	A small nuclear ribonucleoprotein Sm D2 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039999	Yes
PR:P62316	small nuclear ribonucleoprotein Sm D2 (human)	A small nuclear ribonucleoprotein Sm D2 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62316]	organism-gene	PR:000015344	Yes
PR:P62314-1	small nuclear ribonucleoprotein Sm D1 isoform 1 (human)	A small nuclear ribonucleoprotein Sm D1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039998	Yes
PR:P62314	small nuclear ribonucleoprotein Sm D1 (human)	A small nuclear ribonucleoprotein Sm D1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62314]	organism-gene	PR:000015343	Yes
PR:P62306-1	small nuclear ribonucleoprotein F isoform 1 (human)	A small nuclear ribonucleoprotein F isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039994	Yes
PR:P62306	small nuclear ribonucleoprotein F (human)	A small nuclear ribonucleoprotein F that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62306]	organism-gene	PR:000015347	Yes
PR:P62304-1	small nuclear ribonucleoprotein E isoform 1 (human)	A small nuclear ribonucleoprotein E isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039993	Yes
PR:P62304	small nuclear ribonucleoprotein E (human)	A small nuclear ribonucleoprotein E that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62304]	organism-gene	PR:000015346	Yes
PR:P62277-1	40S ribosomal protein S13 isoform 1 (human)	A 40S ribosomal protein S13 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000039991	Yes
PR:P62277	40S ribosomal protein S13 (human)	A 40S ribosomal protein S13 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P62277]	organism-gene	PR:000014254	Yes
PR:P62195-2	26S protease regulatory subunit 8 isoform 2 (human)	A 26S protease regulatory subunit 8 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P62195-2. [PRO:DNx, UniProtKB:P62195]	organism-sequence	PR:P62195	Yes

PR:Q06265-3	exosome complex component RRP45 isoform 3 (human)	An exosome complex component RRP45 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q06265-3. [PRO:DNx, UniProtKB:Q06265]	organism-sequence	PR:Q06265	Yes
PR:Q06265-2	exosome complex component RRP45 isoform 2 (human)	An exosome complex component RRP45 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q06265-2. [PRO:DNx, UniProtKB:Q06265]	organism-sequence	PR:Q06265	Yes
PR:Q06265-1	exosome complex component RRP45 isoform 1 (human)	An exosome complex component RRP45 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q06265-1. [PRO:DNx, UniProtKB:Q06265]	organism-sequence	PR:Q06265	Yes
PR:Q06265	exosome complex component RRP45 (human)	An exosome complex component RRP45 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q06265]	organism-gene	PR:000007266	Yes
PR:Q06136-2	3-ketodihydrosphingosine reductase isoform 2 (human)	A 3-ketodihydrosphingosine reductase (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q06136-2. [PRO:DNx, UniProtKB:Q06136]	organism-sequence	PR:Q06136	Yes
PR:Q06136-1	3-ketodihydrosphingosine reductase isoform 1 (human)	A 3-ketodihydrosphingosine reductase isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040297	Yes
PR:Q06136	3-ketodihydrosphingosine reductase (human)	A 3-ketodihydrosphingosine reductase that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q06136]	organism-gene	PR:000009276	Yes
PR:Q03426	mevalonate kinase (human)	A mevalonate kinase that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q03426]	organism-gene	PR:000010786	Yes
PR:Q01658-1	protein Dr1 isoform 1 (human)	A protein Dr1 isoform 1 that is encoded in the genome of human. [PRO:HJD]	organism-sequence	PR:000028973	Yes
PR:Q01658	protein Dr1 (human)	A protein Dr1 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q01658]	organism-gene	PR:000006685	Yes
PR:Q00403-1	transcription initiation factor IIB isoform 1 (human)	A transcription initiation factor IIB isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040208	Yes
PR:Q00403	transcription initiation factor IIB (human)	A transcription initiation factor IIB that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q00403]	organism-gene	PR:000008313	Yes
PR:P83876-1	thioredoxin-like protein 4A isoform 1 (human)	A thioredoxin-like protein 4A isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040169	Yes
PR:P83876	thioredoxin-like protein 4A (human)	A thioredoxin-like protein 4A that is encoded in the genome of human. [PRO:DNx, UniProtKB:P83876]	organism-gene	PR:000016869	Yes
PR:P78346-2	ribonuclease P protein subunit p30 isoform 2 (human)	A ribonuclease P protein subunit p30 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P78346-2. [PRO:DNx, UniProtKB:P78346]	organism-sequence	PR:P78346	Yes
PR:P78346-1	ribonuclease P protein subunit p30 isoform 1 (human)	A ribonuclease P protein subunit p30 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040129	Yes
PR:P78346	ribonuclease P protein subunit p30 (human)	A ribonuclease P protein subunit p30 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P78346]	organism-gene	PR:000014245	Yes
PR:P78316-2	nucleolar protein 14 isoform 2 (human)	A nucleolar protein 14 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P78316-2. [PRO:DNx, UniProtKB:P78316]	organism-sequence	PR:P78316	Yes
PR:P78316-1	nucleolar protein 14 isoform 1 (human)	A nucleolar protein 14 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P78316-1. [PRO:DNx, UniProtKB:P78316]	organism-sequence	PR:P78316	Yes
PR:P78316	nucleolar protein 14 (human)	A nucleolar protein 14 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P78316]	organism-gene	PR:000011322	Yes
PR:P63279-1	SUMO-conjugating enzyme UBC9 isoform 1 (human)	A SUMO-conjugating enzyme UBC9 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040093	Yes
PR:P63279	SUMO-conjugating enzyme UBC9 (human)	A SUMO-conjugating enzyme UBC9 that is encoded in the genome of human. [PRO:DNx, UniProtKB:P63279]	organism-gene	PR:000016977	Yes
PR:P63208-2	S-phase kinase-associated protein 1 isoform 2 (human)	An S-phase kinase-associated protein 1A isoform 2 that is encoded in the genome of human. [PRO:CNA]	organism-sequence	PR:000000181	Yes
PR:P63208-1	S-phase kinase-associated protein 1 isoform 1 (human)	An S-phase kinase-associated protein 1A isoform 1 that is encoded in the genome of human. [PRO:CNA]	organism-sequence	PR:000000180	Yes
PR:P63208	S-phase kinase-associated protein 1 (human)	An S-phase kinase-associated protein 1A that is encoded in the genome of human. [PRO:CNA, UniProtKB:P63208]	organism-gene	PR:000000045	Yes
PR:P63165-2	small ubiquitin-related modifier 1 isoform 2 (human)	A small ubiquitin-related modifier 1 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P63165-2. [PRO:DNx, UniProtKB:P63165]	organism-sequence	PR:P63165	Yes
PR:P63165-1	small ubiquitin-related modifier 1 isoform 1 (human)	A small ubiquitin-related modifier 1 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040075	Yes

PR:Q13200	26S proteasome non-ATPase regulatory subunit 2 (human)	A 26S proteasome non-ATPase regulatory subunit 2 that is encoded in the genome of human. [PRO:DNx]	organism-gene	PR:000002180	Yes
PR:Q13190-4	syntaxin-5 isoform 4 (human)	A syntaxin-5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13190-4. [PRO:DNx, UniProtKB:Q13190]	organism-sequence	PR:Q13190	Yes
PR:Q13190-3	syntaxin-5 isoform 3 (human)	A syntaxin-5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13190-3. [PRO:DNx, UniProtKB:Q13190]	organism-sequence	PR:Q13190	Yes
PR:Q13190-2	syntaxin-5 isoform 2 (human)	A syntaxin-5 (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13190-2. [PRO:DNx, UniProtKB:Q13190]	organism-sequence	PR:Q13190	Yes
PR:Q13190-1	syntaxin-5 isoform 1 (human)	A syntaxin-5 isoform 1 that is encoded in the genome of human. [PRO:DNx]	organism-sequence	PR:000040398	Yes
PR:Q13190	syntaxin-5 (human)	A syntaxin-5 that is encoded in the genome of human. [PRO:DNx, UniProtKB:Q13190]	organism-gene	PR:000015797	Yes
PR:Q13042-4	cell division cycle protein 16 homolog isoform 4 (human)	A cell division cycle protein 16 homolog (human) that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q13042-4. [PRO:DNx, UniProtKB:Q13042]	organism-sequence	PR:Q13042	Yes
