PRO ID 	Category 	UniProtKB ID 	

PR:Q9UNM6-2	organism-sequence	Q9UNM6-2
PR:Q9UNM6-1	organism-sequence	Q9UNM6-1
PR:Q9UNM6	organism-gene	Q9UNM6
PR:Q9UI30-2	organism-sequence	Q9UI30-2
PR:Q9UI30-1	organism-sequence	Q9UI30-1
PR:Q9UI30	organism-gene	Q9UI30
PR:Q9UG63-2	organism-sequence	Q9UG63-2
PR:Q9UG63-1	organism-sequence	Q9UG63-1
PR:Q9UG63	organism-gene	Q9UG63
PR:Q9UBF8-3	organism-sequence	Q9UBF8-3
PR:Q9UBF8-2	organism-sequence	Q9UBF8-2
PR:Q9UBF8-1	organism-sequence	Q9UBF8-1
PR:Q9UBF8	organism-gene	Q9UBF8
PR:Q9P2J5-3	organism-sequence	Q9P2J5-3
PR:Q9P2J5-2	organism-sequence	Q9P2J5-2
PR:Q9P2J5-1	organism-sequence	Q9P2J5-1
PR:Q9P2J5	organism-gene	Q9P2J5
PR:Q9NX24-1	organism-sequence	Q9NX24-1
PR:Q9NX24	organism-gene	Q9NX24
PR:Q9NWX6-1	organism-sequence	Q9NWX6-1
PR:Q9NWX6	organism-gene	Q9NWX6

PR:Q9Y678-1	organism-sequence	Q9Y678-1
PR:Q9Y678	organism-gene	Q9Y678
PR:Q9Y5R8-1	organism-sequence	Q9Y5R8-1
PR:Q9Y5R8	organism-gene	Q9Y5R8
PR:Q9Y584-1	organism-sequence	Q9Y584-1
PR:Q9Y584	organism-gene	Q9Y584
PR:Q9Y4Z0	organism-gene	Q9Y4Z0
PR:Q9Y4Y9-2	organism-sequence	Q9Y4Y9-2
PR:Q9Y4Y9-1	organism-sequence	Q9Y4Y9-1
PR:Q9Y4Y9	organism-gene	Q9Y4Y9
PR:Q9Y3D7-1	organism-sequence	Q9Y3D7-1
PR:Q9Y3D7	organism-gene	Q9Y3D7
PR:Q9Y3A5-1	organism-sequence	Q9Y3A5-1
PR:Q9Y3A5	organism-gene	Q9Y3A5
PR:Q9Y2Z0-2	organism-sequence	Q9Y2Z0-2
PR:Q9Y2Z0-1	organism-sequence	Q9Y2Z0-1
PR:Q9Y2Z0	organism-gene	Q9Y2Z0
PR:Q9Y2Y1-1	organism-sequence	Q9Y2Y1-1
PR:Q9Y2Y1	organism-gene	Q9Y2Y1
PR:Q9Y2L1-2	organism-sequence	Q9Y2L1-2
PR:Q9Y2L1-1	organism-sequence	Q9Y2L1-1
PR:Q9Y2L1	organism-gene	Q9Y2L1
PR:Q9Y2B2-2	organism-sequence	Q9Y2B2-2
PR:Q9Y2B2-1	organism-sequence	Q9Y2B2-1
PR:Q9Y2B2	organism-gene	Q9Y2B2
